排名,代號,名稱,市場,產業,行動,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,RSI14,距20EMA%,5日報酬%,淘汰原因
84,8150,南茂,TWSE,半導體業,等回測或確認,61.3,100,114,122.5,37.23,27.07,7.49,45.11,243.73,0.72,96.61,3.24,1.08,9,-8,-7,189,630,-10945,196,11024,-12464,12930,41.14,9557,-16914,-3163,7394,8891,-18785,-6099,56.82,8,4.59,ETF 1/3日已轉為減碼；外資持股趨勢資料不足或期間有非市場異動；短線過熱或乖離過大
85,3029,零壹,TWSE,資訊服務業,等回測或確認,61.2,100,103,104.5,13.58,9.41,5.61,57.92,157.45,1.77,15.15,3.39,5.34,3,1,1,0,-206,-133,0,333,1096,3040,5.03,289,604,2118,1738,332,1106,3255,54.27,1.2,0,20日趨勢尚未上彎
86,8464,億豐,TWSE,居家生活,等回測或確認,61.2,100,352,358.5,11.73,1.69,28.11,34.78,246.69,5.62,15.94,3.78,4.55,11,-10,53,97,1125,4441,0,-89,243,602,40.5,-63,98,-474,-5151,-73,137,-525,49.08,-1.14,-4.86,外資持股趨勢資料不足或期間有非市場異動
87,3023,信邦,TWSE,電子零組件業,等回測或確認,60.9,100,321.5,315,17.59,8.75,11.53,45.52,189.46,3.6,25.18,4.41,3.11,15,86,120,223,5766,8490,36,27,-1403,-2999,41.93,-165,-1735,-7629,-8924,22,-1580,-8551,50.64,-0.18,-1.08,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
88,3026,禾伸堂,TWSE,電子零組件業,等回測或確認,60.9,100,838,766,33.9,15.61,13.36,39.01,204.01,2.86,107.99,14.35,0.69,14,659,1815,2973,4223,4111,2709,-1618,3321,2642,13.9,-1772,329,-4004,-6877,-2295,-457,-5779,52.47,-0.64,-3.34,當下除權息調整價未守20日EMA
89,3034,聯詠,TWSE,半導體業,等回測或確認,60.9,100,472,471.5,18.96,-2.75,17.4,30.62,363.74,6.19,19.34,3.99,4.87,50,65,776,2217,3123,1536,125,576,9156,8138,38.07,1510,10039,4789,6238,833,9057,6923,39.09,-7.78,-11.11,當下除權息調整價未守20日EMA
90,6239,力成,TWSE,半導體業,等回測或確認,60.7,100,314,316.5,21.71,32.41,12.95,41.87,192.9,2.5,37.38,3.97,1.43,23,308,867,1271,-9959,-18378,59,802,-373,1515,37.45,835,358,12838,14478,857,70,13955,47.3,-3.04,-2.94,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
91,2467,志聖,TWSE,電子零組件業,等回測或確認,60.6,100,589,620,94.08,78.92,24.37,58.85,117.19,3.06,78.32,11.05,0.93,10,-1,11,15,-73,63,18,668,-1302,-623,20.09,466,-1229,-340,135,618,-1314,-456,49.77,-0.28,-3.92,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超
92,1210,大成,TWSE,食品工業,等回測或確認,60.3,100,58,58.7,12.17,6.36,4.39,55.28,83.22,0.94,13.74,1.93,5.17,6,228,443,868,2107,4321,0,583,-1168,3817,8.34,-109,-1927,-2427,-911,77,-2701,636,62.24,2.61,-0.51,外資持股5/10日下降，且外資5日賣超
93,3704,合勤控,TWSE,通信網路業,等回測或確認,60.3,100,49.8,46.65,47.87,13.91,1.83,49.3,172.53,0.29,43.3,1.72,0.8,1,0,0,0,0,0,0,-589,5552,5553,14.91,-582,5463,5302,5260,-639,5451,5460,59.32,6.63,11.04,當下除權息調整價未守20日EMA；強勢上漲後盤中急跌反轉
94,1232,大統益,TWSE,食品工業,列入觀察,60.2,100,152,162,16.3,9.34,8.14,38.02,271.83,2.33,17.57,3.87,4.74,1,0,0,0,0,0,0,-18,598,721,2.75,-24,637,858,428,-16,592,717,66.49,3.65,3.75,
95,2379,瑞昱,TWSE,半導體業,等回測或確認,60,100,753,712,20.6,10.52,11.89,68.4,114.69,8.44,27.11,8.59,3.32,44,70,1069,1429,7892,11146,32,-177,-903,-2198,45.63,-1003,-3156,-10003,-12942,-288,-2779,-10251,50.83,-1.43,-2.96,三大法人5/10日同步賣超；外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
96,4764,雙鍵,TWSE,化學工業,等回測或確認,60,100,364.5,328.5,22.36,26.34,14.65,51.67,136.61,1.03,193.88,12.88,0.27,1,0,0,53,53,53,53,137,1030,975,27.39,-165,-736,-975,429,95,-850,-911,65.07,18.13,22.73,外資持股趨勢資料不足或期間有非市場異動；短線過熱或乖離過大；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉；估值高且成長不足以支撐
97,2890,永豐金,TWSE,金融保險業,等回測或確認,59.9,100,39.95,39.85,50.94,55.23,,92.98,,0.76,19.11,2.18,3.25,28,3636,6360,10271,110121,302484,-182,9217,26392,79041,29.25,14780,27578,-43849,-57832,9068,19631,-27580,61.49,2.51,-2.8,主動ETF 5日轉為減碼
98,2401,凌陽,TWSE,半導體業,等回測或確認,59.8,100,31.2,30,35.25,19.54,7.83,25.17,398.66,-0.02,,2.24,,2,0,5,10,20,150,0,-1408,92,1050,18.37,-1568,-788,925,11105,-1579,453,1669,50.08,-1.36,-0.16,當下除權息調整價未守20日EMA
99,8046,南電,TWSE,電子零組件業,等回測或確認,59.1,100,1415,1275,50.03,37.2,12.1,24.86,317.54,2.03,299.79,19.58,0.14,29,292,1850,2458,2829,6364,2577,-1461,220,744,13.99,-3151,-11392,-13156,2968,-3240,-11572,-13352,73.23,26.51,37.38,外資持股5/10日下降，且外資5日賣超；短線過熱或乖離過大；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉
100,2472,立隆電,TWSE,電子零組件業,等回測或確認,59,100,341,320,36.2,18.17,18.68,21.92,353.68,1.6,39.42,5.84,1.03,10,0,5,6,-117,-25,9,-858,3614,2814,8.08,-931,2037,1821,-490,-929,2796,1197,46.1,-7.66,-7.59,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
101,2449,京元電子,TWSE,半導體業,等回測或確認,58.8,100,307,318,28.64,36.08,27.2,51.9,152.33,1.87,41.66,6.9,0.49,34,2489,2753,3068,1660,-18165,2183,3667,-21949,-19311,34.11,-259,-26522,-24803,64776,541,-24919,-24175,48.4,-2.21,-3.15,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超
102,2542,興富發,TWSE,建材營造,等回測或確認,58.8,100,43.45,43.35,16.47,461.12,24.17,75.42,144.92,1.15,13.37,1.66,9.21,9,505,2410,3238,9556,18906,0,-1501,-1170,10303,8.56,-1040,1049,8851,-6229,-1823,-3903,1458,51.48,-0.06,-1.25,外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
103,2633,台灣高鐵,TWSE,航運業,等回測或確認,58.7,100,25.95,26.15,2.77,4.03,43.23,80.58,117.4,0.37,21.45,1.95,4.43,10,406,2751,3882,11085,91750,835,3169,7629,2013,5.98,983,2544,-10957,-82058,2695,3835,-8993,47.16,-0.89,-1.7,當下除權息調整價未守20日EMA
104,2481,強茂,TWSE,半導體業,等回測或確認,58.6,100,174.5,167,27.37,13.98,6.5,48.21,180.12,0.75,55.4,4.6,1.03,5,4,305,307,307,871,305,-3813,-5140,-971,23.76,-3742,-446,2659,6464,-3292,160,3169,47.76,-6.17,-19.21,三大法人5/10日同步賣超；當下除權息調整價未守20日EMA
105,2883,凱基金,TWSE,金融保險業,等回測或確認,58.4,92,30.15,30.55,,,,91.24,,0.69,16.94,1.51,3.32,26,4742,9978,13815,516,19350,-248,12750,38347,119312,25.75,22940,37290,137738,154553,23355,37617,137219,60.82,3.67,0.17,主動ETF 5日轉為減碼
106,6213,聯茂,TWSE,電子零組件業,等回測或確認,58.3,100,335,325,47.94,25.62,4.64,47.16,179.33,0.87,81.91,5.77,0.9,11,2,18,79,409,941,81,-3931,-7142,-8426,17.46,-3412,-6504,-11407,15909,-3254,-6989,-12881,50.86,-2.17,-11.61,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
107,3037,欣興,TWSE,電子零組件業,等回測或確認,58.2,100,936,882,36.31,28.42,7.36,56.18,132.43,3.28,137.65,13.11,0.21,44,559,2036,3234,2565,7458,2649,284,-9670,-41169,34.26,-2719,-14957,-47372,-53698,-2066,-18493,-50659,50.6,0.36,11.43,三大法人5/10日同步賣超；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉
108,8926,台汽電,TWSE,油電燃氣業,等回測或確認,58.2,100,67.7,67,1719.48,712.57,8.45,63.98,169.34,2.11,16.59,2.84,3.13,6,203,202,198,667,12411,0,-2153,-8433,-10726,8.67,-3850,-7603,-13654,-24977,-2325,-8744,-11490,41.13,-8.06,-13.76,三大法人5/10日同步賣超；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
109,2850,新產,TWSE,金融保險業,等回測或確認,58,92,148.5,147.5,,,,62.41,,3.99,10.6,2.15,4.9,4,1,1,1,-2,-900,0,214,253,417,10.98,243,259,467,2912,218,240,425,59.94,3.06,2.06,20日趨勢尚未上彎
110,6789,采鈺,TWSE,半導體業,等回測或確認,57.8,100,527,526,15.55,9.04,22.83,15.27,482.54,1.5,113.33,8.86,0.57,9,-4,2,3,4,-12,0,1156,626,872,3.83,967,398,804,489,1080,551,993,52.35,1.91,5.4,估值高且成長不足以支撐
111,6271,同欣電,TWSE,半導體業,等回測或確認,57.7,100,224,224,10.56,1.65,13.96,23.83,258.7,1.89,33.23,1.77,1.34,5,-2,-2,211,212,2113,213,-2,3323,-7601,30.95,224,3292,-7089,-1351,233,3826,-7048,43.71,-9.18,-9.31,ETF 1/3日已轉為減碼；當下除權息調整價未守20日EMA
112,1714,和桐,TWSE,化學工業,等回測或確認,57.6,100,16.7,16.2,73.41,58.4,6.87,29.31,345.88,0.23,26.09,1.28,1.08,1,0,0,0,0,3,0,-4354,-13579,-68443,18.02,-4754,-15142,-66124,-60089,-4285,-12807,-67037,48.61,-5.23,-11.41,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
113,8028,昇陽半導體,TWSE,半導體業,等回測或確認,57.6,100,318.5,350,33.62,28.4,25.5,57.58,129.28,1.61,70.46,10.52,0.85,4,0,0,1,147,28,0,1268,-211,2373,25.07,1141,360,3394,2328,1134,-129,2732,54.09,2.8,2.91,20日趨勢尚未上彎；短線過熱或乖離過大
114,2316,楠梓電,TWSE,電子零組件業,等回測或確認,57.3,100,178.5,177,27.83,30.96,-7.14,31.42,226.6,3.53,11.56,2.36,1.12,1,0,13,13,13,14,13,-1054,-1637,-2129,35.32,-1014,-2358,-2899,397,-1047,-1508,-2049,45.08,-9.92,-13.14,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
115,4967,十銓,TWSE,半導體業,等回測或確認,57.2,72,230.5,225.5,35,67.74,32.12,67.6,163.3,27,5.9,2.76,4.34,1,0,120,370,840,840,0,-19,-145,-488,5.95,23,-422,-829,-1949,8,-275,-741,,,,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超
116,6415,矽力*-KY,TWSE,半導體業,等回測或確認,56.9,100,504,473,37.77,25.54,8.03,16.19,578.28,1.98,67.74,5.13,0.51,15,1,43,67,35,1181,25,-411,398,-608,79.88,-425,1456,490,-2877,-446,1643,1116,41.59,-9.9,-10,當下除權息調整價未守20日EMA
117,1326,台化,TWSE,塑膠工業,等回測或確認,56.7,100,70.8,68.9,11.59,10.79,3.82,29.29,188.37,1.07,472,1.11,0.85,6,5,60,130,1026,2787,130,4224,-15651,-31388,37.63,3761,-15498,-23546,-2740,3879,-16486,-30686,66.93,16.72,11.85,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；短線過熱或乖離過大；高波動且5日漲幅過大；估值高且成長不足以支撐
118,6526,達發,TWSE,半導體業,等回測或確認,56.4,100,643,619,14.4,9.3,14.96,28.83,249.76,4.47,36.91,6.01,2.1,15,-7,137,174,387,630,15,-43,-62,781,7.3,-55,-231,213,659,-71,-241,418,45.77,-3.61,-0.77,當下除權息調整價未守20日EMA
119,8462,柏文,TWSE,運動休閒,等回測或確認,56.4,100,161,160,20.11,20.24,16.17,77.98,71.55,2.42,17.35,4.71,4.52,1,-1,-1,-1,0,0,0,27,688,1031,5.04,32,712,1049,1049,29,696,1038,68.08,7,3.87,ETF 1/3日已轉為減碼
120,1303,南亞,TWSE,塑膠工業,等回測或確認,55.9,100,227.5,221,31.79,15.98,5.45,38.16,147.43,1.8,98.48,4.7,0.35,22,14175,31939,41060,65404,159538,2914,-5501,-14724,4561,33.75,-24082,-74858,-70679,-80822,-24014,-74543,-70616,77.45,32.18,36.64,外資持股5/10日下降，且外資5日賣超；短線過熱或乖離過大；高波動且5日漲幅過大
121,2493,揚博,TWSE,電子零組件業,等回測或確認,55.9,100,250.5,234.5,32.06,9.46,17.97,51.53,160.67,1.26,59.22,10.94,1.6,1,-14,0,10,28,28,0,-351,1891,527,7.37,-607,1914,398,2512,-363,2103,674,50.34,-3.43,-10.7,當下除權息調整價未守20日EMA
122,2369,菱生,TWSE,半導體業,等回測或確認,55.8,100,40.9,39.85,36.52,37.3,1.56,34.01,247.52,0.1,,3.16,,1,0,0,0,0,0,0,-66,-7164,-11739,18.34,81,-7459,-11192,1546,-374,-7397,-11958,54.43,3.02,-1.56,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超
123,2388,威盛,TWSE,半導體業,等回測或確認,55.6,100,75.8,72.6,34.01,34.24,-24.02,38.87,195.46,0.08,421.11,1.93,0.07,4,0,0,-6,20,141,0,1245,-592,-2806,15.23,853,229,-1590,12136,627,-1471,-3395,54.6,3.98,9.06,20日累積後5日轉為調節；三大法人5/10日同步賣超；當下除權息調整價未守20日EMA
124,6191,精成科,TWSE,電子零組件業,等回測或確認,55.1,100,96.9,93.5,10.28,30.15,8.21,55.15,136.26,1.59,15.09,1.75,2.68,5,0,0,0,13877,21119,0,-1111,-5380,1494,3.58,-342,-2132,-10079,-12030,-1110,-4938,-11858,43.65,-4.48,-6.38,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
125,8454,富邦媒,TWSE,數位雲端,等回測或確認,55,100,266,267.5,6.5,2.38,2.97,61.1,75.03,2.43,25.38,6.81,3.76,8,-5,7,8,-234,-1277,0,-279,283,-290,11.54,-230,263,-20,180,-255,298,-28,42.63,-7.5,-2.03,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
126,8081,致新,TWSE,半導體業,等回測或確認,54.9,100,260,254,7.19,-1.3,17.55,29.64,259.16,4.62,14.8,3.07,6.15,11,-12,286,358,1024,1201,33,-272,-857,30,17.46,-380,-851,106,-1761,-260,-737,-13,36.24,-11.28,-14.33,累計營收負成長且當月改善不足；當下除權息調整價未守20日EMA
127,1409,新纖,TWSE,紡織纖維,等回測或確認,54.8,100,25.9,26,13.44,9.32,,77.76,102.04,0.39,19.19,1,3.47,2,11,122,269,2133,2135,273,-7675,-49116,-24727,11.42,-6573,-45751,-21721,-43872,-7617,-48671,-24593,50.07,-3.92,-18.3,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
128,2645,長榮航太,TWSE,航運業,等回測或確認,54.6,100,242,231.5,13.01,12.44,23.83,48.63,239.47,2.58,36.95,7.16,2.07,6,103,150,225,289,-48,21,290,-1501,2459,9.11,332,-1679,2140,5100,330,-1555,2430,68.62,15.53,12.82,高波動且5日漲幅過大
129,2345,智邦,TWSE,通信網路業,等回測或確認,54.4,100,2340,2320,61.16,60.28,14.33,60.24,153.87,14.92,44.25,20.02,0.64,47,160,327,459,723,1263,300,-60,-982,-1014,58.08,-80,-917,-1694,-525,-50,-880,-1570,44.76,-4.85,-4.68,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
130,3008,大立光,TWSE,光電業,等回測或確認,54.2,100,4040,4260,-10.46,11.26,37.39,17.56,402.4,46.63,25.22,2.86,1.98,34,70,116,122,-615,-917,58,-1059,-1860,-3085,30.42,-1090,-1981,-2796,-4235,-1114,-2314,-2787,46.54,-4.65,3.86,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
131,2374,佳能,TWSE,光電業,等回測或確認,53.6,100,72.8,72,18.97,51.37,9.09,31.36,189.9,0.73,26.19,2.75,2.75,1,0,0,0,0,0,0,253,-47,1772,4.72,-124,-91,1362,-148,286,51,1957,43.49,-3.25,-2.67,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
132,2486,一詮,TWSE,光電業,等回測或確認,53.1,100,257,261.5,35.04,24.86,6.99,61.39,190.92,0.29,503.92,11.4,0.19,1,0,0,0,-310,-303,0,4146,3375,2945,12.83,4268,3203,4496,1511,4093,3016,3324,52.73,3.06,6.2,20日趨勢尚未上彎
133,2501,國建,TWSE,建材營造,等回測或確認,53.1,100,22.45,22.9,-71.58,26.93,17.44,61.26,165.66,1.21,5.8,0.82,5.35,1,58,115,188,1112,1112,188,-1886,-5562,-10768,12.11,-2471,-5765,-10104,-8832,-1955,-5310,-11444,44.1,-2.98,-7.23,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
134,5285,界霖,TWSE,半導體業,等回測或確認,53.1,100,93.8,92.3,14.12,11.04,9.87,45.84,258.99,1,44.67,3.22,1.6,1,0,0,0,0,0,0,401,159,2879,7.82,299,-12,2864,507,348,131,2801,49.77,-1.99,-8.93,當下除權息調整價未守20日EMA
135,6166,凌華,TWSE,電腦及週邊設備業,等回測或確認,53,100,129.5,128,25.89,41.08,12.12,60.93,142.12,1.57,35.87,4.88,0.93,1,0,0,0,0,0,0,-127,-26,820,21.34,-114,-42,814,-200,-124,-30,816,46.23,-3.85,0.78,當下除權息調整價未守20日EMA
136,2634,漢翔,TWSE,航運業,等回測或確認,53,93,68.3,64.5,7.23,7.04,3.59,64.76,142.74,0.28,85.38,3.55,1.14,3,4,41,89,657,629,93,8213,7562,9377,4.88,8843,2630,-1227,16444,8374,5150,4848,78.24,19.75,16.95,短線過熱或乖離過大；強勢上漲後盤中急跌反轉；估值高且成長不足以支撐
137,6409,旭隼,TWSE,其他電子業,等回測或確認,52.9,100,1080,1020,5.72,-8.79,18.11,42.09,188.74,4.46,30.94,9.17,3.43,13,-7,-14,91,1915,2908,0,-139,-947,378,52.24,-99,-1084,-1530,-995,-135,-1033,-1478,55.84,2.28,-8.86,累計營收負成長且當月改善不足；ETF 1/3日已轉為減碼；外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
138,9921,巨大,TWSE,運動休閒,等回測或確認,52.6,100,80,88,15.98,-10.5,-1.53,48.26,167.76,-0.51,200,0.91,2.25,2,0,0,0,0,-17,0,-462,1328,402,27.74,-783,1454,273,-151,-459,1323,277,60.75,4.92,5.68,短線過熱或乖離過大；估值高且成長不足以支撐
139,1102,亞泥,TWSE,水泥工業,等回測或確認,52.4,100,34.8,33,-2.21,-7.24,7.99,39.06,129.35,0.56,11.68,0.7,6.61,18,1217,2300,3531,-46367,-105200,454,-14009,-60465,-74790,11.29,-14605,-62989,-32117,-31971,-13228,-62173,-29069,45.1,-1.62,-4.13,累計營收負成長且當月改善不足；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA；2日內除權息，等待價格重置
140,3481,群創,TWSE,光電業,等回測或確認,51.9,100,58.5,57.3,17.25,16.11,2.25,40.84,145.85,0.2,531.82,2.06,1.71,14,23,242,373,801,1322,42,-30889,-4496,-89327,21.17,-33525,7775,-56496,-311044,-33891,5353,-64083,47.97,-5.11,-8.88,三大法人5/10日同步賣超；當下除權息調整價未守20日EMA；估值高且成長不足以支撐
141,3583,辛耘,TWSE,半導體業,等回測或確認,51.9,100,842,830,-2.67,6.79,12.95,70.99,109.29,4.14,57.08,8.86,0.71,7,0,6,6,-4,-17,6,426,490,-160,20.46,445,592,174,1774,386,539,118,50.61,0.84,4.21,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
142,3035,智原,TWSE,半導體業,等回測或確認,51.7,100,207,203.5,26.57,-50.61,3.7,31.04,227.18,0.4,110.11,3.95,0.87,4,0,1,3,3,4,0,-510,2513,2980,12.68,-1498,788,763,8125,-746,2111,2415,49.37,-1.55,4.02,當下除權息調整價未守20日EMA
143,3059,華晶科,TWSE,光電業,等回測或確認,51.5,100,45.5,44.25,3.02,7.47,4.96,37.56,187.36,0.26,36.99,1.4,2.2,2,0,0,0,-1,-3,0,336,1420,2334,7.5,3,1624,2549,-395,365,2052,2885,44.73,-3.61,-3.91,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
144,2838,聯邦銀,TWSE,金融保險業,等回測或確認,50.3,100,21.05,20.9,-2.49,25.18,,91.93,,0.35,14.93,1.14,5.04,3,105,107,107,107,171,0,-1744,-5835,-3593,4.27,-1528,-4382,-3424,-4350,-1439,-5759,-3612,38,-7.38,-14.08,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
145,4576,大銀微系統,TWSE,電機機械,等回測或確認,50.3,100,206,211,62.56,47.78,16.65,37.33,204.05,0.96,81.1,5.96,0.39,1,0,0,0,0,0,0,-72,-423,-1456,5.12,20,-106,-858,-1170,-73,-196,-1326,46.63,-4.13,-7.62,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
146,3532,台勝科,TWSE,半導體業,等回測或確認,49.9,100,523,471,23.71,15.76,-3.18,52.65,251.18,-0.18,662.03,8.36,0.19,6,8,8,19,154,285,19,669,5189,6182,43.29,567,-802,-1442,-2188,476,-563,-1169,73.27,28.55,36.55,外資持股5/10日下降，且外資5日賣超；短線過熱或乖離過大；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉；估值高且成長不足以支撐
147,3016,嘉晶,TWSE,半導體業,等回測或確認,49.6,100,123,116,41.17,27.87,10.6,31.18,329.36,0.35,300,7.25,0.41,1,0,0,0,0,0,0,-1664,-759,-6053,5.99,-1476,-229,-4476,1179,-1642,-660,-6012,49.86,-1.79,4.24,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
148,2498,宏達電,TWSE,通信網路業,等回測或確認,49.4,93,44.3,43.35,-8.53,-9.73,-86.23,30.58,223.07,-0.29,21.4,1.37,1.13,4,0,0,2,2,-36,0,1045,458,-2169,8.33,972,566,1312,-684,942,791,-1244,49.14,-0.56,0.11,累計營收負成長且當月改善不足；當下除權息調整價未守20日EMA
149,2402,毅嘉,TWSE,電子零組件業,等回測或確認,49.3,100,64.1,63.3,21.7,16.07,2.87,55.67,145.67,0.07,32.87,2.77,3.12,1,0,0,0,0,0,0,-219,-1475,-2922,5.06,101,-1357,-2701,-7714,-235,-1253,-2800,44.08,-2.66,-2.73,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
150,2464,盟立,TWSE,其他電子業,等回測或確認,49.1,100,159.5,157.5,43.05,19.87,2.24,55.04,125.76,0.24,,6.55,0.31,1,0,0,0,-222,-217,0,-1340,-4356,-637,6.8,-1086,-3228,-270,-8485,-1264,-4081,79,48.42,-3.17,-0.93,三大法人5/10日同步賣超；外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
151,6438,迅得,TWSE,其他電子業,等回測或確認,48.6,100,154,154.5,-3.13,11.99,11.12,44.54,178.15,1.76,28.21,2.25,3.25,1,0,0,0,0,0,0,169,-304,253,6.83,134,-261,379,627,137,-283,288,47.67,-0.99,0,當下除權息調整價未守20日EMA
152,2375,凱美,TWSE,電子零組件業,等回測或確認,48.4,100,170,164.5,18.39,8.62,6.01,33.33,175.11,0.78,51.67,1.85,0.71,1,0,0,0,0,0,0,-1665,642,2222,11.66,-1982,103,2284,-6077,-1646,866,2679,43.34,-10.32,-13.71,當下除權息調整價未守20日EMA
153,1301,台塑,TWSE,塑膠工業,等回測或確認,47.6,100,65.7,65.6,-2.69,-3.62,-3.1,34.25,182.85,0.51,,1.07,0.76,6,0,0,0,4,-106876,0,7791,29763,31101,33.94,6382,27274,35042,232378,7161,27403,28933,66.67,15.97,14.66,累計營收負成長且當月改善不足；短線過熱或乖離過大；高波動且5日漲幅過大
154,8039,台虹,TWSE,電子零組件業,等回測或確認,47.5,100,181.5,199.5,-6.57,2.45,6.06,32.91,245.15,0.65,76.58,4.52,1.1,2,0,0,0,-253,-248,0,1852,16035,14575,22.76,218,15640,15791,13994,643,14512,13591,67.08,17.74,28.72,短線過熱或乖離過大；高波動且5日漲幅過大
155,3450,聯鈞,TWSE,半導體業,等回測或確認,47.3,100,480,480,88.18,9.91,12.75,43,192,0.69,142.86,13.41,0.21,2,0,0,0,0,0,0,-1400,-1791,-2000,16.31,-1184,-1569,-1745,-3000,-1423,-1828,-1826,45.54,-5.6,-3.03,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
156,6719,力智,TWSE,半導體業,等回測或確認,47.3,100,248,244,-3.56,-4.78,18.44,15.94,1465.57,2.1,34.54,1.83,1.85,2,0,0,0,0,10,0,-481,-132,382,6.97,-622,-196,341,842,-493,28,509,45.89,-6.47,-12.83,累計營收負成長且當月改善不足；當下除權息調整價未守20日EMA
157,1717,長興,TWSE,化學工業,等回測或確認,46.6,100,71.5,70.8,16.21,8.32,5.22,52.21,169.15,0.37,48.31,2.91,1.4,4,1,1,3,7,227,0,-756,-16401,9729,11.29,-423,-13638,12484,12280,-910,-15590,8503,45.36,-3.91,-7.26,當下除權息調整價未守20日EMA
158,2409,友達,TWSE,光電業,等回測或確認,46.5,100,28.3,27.65,13.83,-1,-0.92,57.02,111.83,-0.15,88.44,1.43,1.41,9,9,38,48,-155,-924,0,-28791,20826,-207452,11.04,-35336,11254,-206478,49285,-26910,25121,-190348,50.58,-1.54,-3.58,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA；估值高且成長不足以支撐
159,2885,元大金,TWSE,金融保險業,等回測或確認,46.4,92,67,66.7,,,,91.67,,1.08,20.62,2.49,3.28,39,3806,6416,9251,20375,-69495,205,-4931,-23400,-1095,26.7,-7948,-29216,-21660,15729,-3130,-27312,-15927,54.64,0.48,-4.01,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超
160,3090,日電貿,TWSE,電子零組件業,等回測或確認,45.7,100,225,209,32.37,22.69,13.32,29.72,147.32,1.7,46.88,3.67,2.13,6,1,0,-181,3,830,-181,-698,-2593,-1798,11.16,193,5271,6242,4342,389,5345,6478,38.13,-19.28,-26.47,20日累積後5日轉為調節；主動ETF 5日轉為減碼；三大法人5/10日同步賣超；當下除權息調整價未守20日EMA
161,3576,聯合再生,TWSE,光電業,等回測或確認,45.3,100,17.7,17.7,-9.51,-24.09,-86.65,48.61,146.42,1.07,42.14,2.2,,1,0,0,0,0,0,0,8126,24135,10771,12.53,8150,24126,10814,-42469,8150,24126,10814,52.42,2.8,9.94,累計營收負成長且當月改善不足；20日趨勢尚未上彎
