排名,代號,名稱,市場,產業,行動,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,距20EMA%,5日報酬%,淘汰原因
1,2027,大成鋼,TWSE,鋼鐵工業,等回測或確認,79.8,100,41,40.88,43.73,30.28,18.07,41.61,366.04,1.17,11.99,1.22,3.66,8,-255,1950,3603,7433,35367,2686,-601,12933,9785,8574,-344,2296,4915,31423,2,3,94136000,795,164,20.53,294,10246,4770,-24905,-200,9845,4710,-23102,51.11,0.57,1.11,20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
2,2357,華碩,TWSE,電腦及週邊設備業,等回測或確認,75.8,100,715,711.5,55.63,38.85,5.71,52.83,148.3,13.19,12.78,1.85,5.87,43,-70,294,388,-744,-1409,72,226,8197,13897,3920,-120,-291,-2017,-3798,2,3,-208065000,582,28,35.27,373,6315,19237,7838,310,7906,15886,8703,49.05,0.12,4.08,投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
3,2637,慧洋-KY,TWSE,航運業,列入觀察,75.5,100,82.5,80.75,57.92,32.32,27.6,40.19,109.87,1.6,11.6,1.22,4.24,7,24,21,25,-618,-1630,0,22,7476,14418,15003,23,1802,1479,655,5,0,148665000,154,241,24.71,42,5658,13298,14668,41,5518,12696,14398,61.81,4.46,3.13,
4,9958,世紀鋼,TWSE,鋼鐵工業,等回測或確認,74.4,100,118.5,115.25,64.09,29.18,28.83,49.86,123.34,2.63,15.11,2.55,3.8,4,1,9,18,114,222,19,20,-238,2,-850,0,16,113,220,3,1,1896000,121,116,9.67,75,-434,-325,-1896,21,-376,-229,-1616,56.12,1.84,0,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
5,3706,神達,TWSE,電腦及週邊設備業,等回測或確認,74.1,100,89.9,87.3,80.93,44.8,3.72,50.24,171.44,1.1,17.16,1.8,4.45,14,-6,-34,-34,22512,41221,76,-517,-3839,-8764,-3814,-9,247,22796,41500,1,3,22205300,554,-1242,7.66,58,-2370,-22013,-36088,-386,-4640,-30319,-44193,53.09,1.1,1.93,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
6,2441,超豐,TWSE,半導體業,等回測或確認,73.8,100,139,127.75,33.15,21.76,19.56,13.88,325.2,1.4,29.76,3.13,2.16,7,122,464,839,2097,-11624,102,857,1003,4296,6762,122,839,2097,-11624,4,1,116621000,-15,147,11.98,346,606,1314,15446,489,180,2053,17344,54.24,2.48,0.72,當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
7,9945,潤泰新,TWSE,其他,等回測或確認,73.7,100,26.85,26.73,29.57,40.43,17.71,41.18,181.95,0.99,7.54,0.67,4.1,5,0,0,0,-374,3518,0,1797,8641,-5504,-11928,0,0,-374,3518,0,0,0,182,190,6.82,2110,9334,-11876,-23308,1834,8461,-5318,-15611,58.82,2.67,5.29,20日趨勢尚未上彎
8,2330,台積電,TWSE,半導體業,等回測或確認,72.9,100,2470,2367.5,67.87,35.61,58.1,31.5,248.83,22.08,33.21,10.87,0.89,66,1261,4296,6530,12821,18789,285,-2625,-27705,-52093,-88762,528,2346,5842,5363,4,1,5794620000,4800,6020,69.51,-4220,-35512,-68448,-125184,-4215,-34852,-63956,-106455,57.71,2.01,0.2,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
9,2615,萬海,TWSE,航運業,等回測或確認,72.7,100,80.7,80.25,32.7,6.39,17.32,31.69,396.45,2.73,7.45,0.79,3.72,12,6,-25,-37,680,407,-1,-280,10136,19755,9538,0,-53,669,390,1,3,-4277100,19,267,43.2,-52,9756,20220,9362,-262,10171,18821,8745,51.78,0.79,1.64,20日累積後5日轉為調節；主動ETF 5日轉為減碼；20日趨勢尚未上彎
10,2395,研華,TWSE,電腦及週邊設備業,等回測或確認,72.3,100,530,509.5,73.39,32.18,18.29,40.64,165.38,3.85,41.12,9.28,2.11,27,272,403,476,853,1601,395,27,1050,2498,4534,255,372,586,1079,3,2,197160000,156,299,35.69,-286,522,1227,2879,-211,522,1615,3179,58.86,3.71,-2.93,2日內除權息，等待價格重置
11,3702,大聯大,TWSE,電子通路業,等回測或確認,72,100,113.5,111.25,131.85,55.18,2.68,80.68,123.6,3.3,13.86,2.12,3.35,30,-1109,18,201,11607,51078,643,-1477,-7656,-14781,-16954,-1354,-90,9502,48348,1,4,-10215000,720,652,35.54,-1494,-9251,-26184,-63689,-730,-8287,-24935,-61257,53.7,2.02,7.58,投信20日買超後近5日轉賣；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
12,2618,長榮航,TWSE,航運業,等回測或確認,71.8,100,41.9,41.43,26.58,16.36,18.64,63.19,112.11,1.53,7.95,1.67,4.77,30,-5157,-8242,-12413,8204,34049,-2445,2811,154189,220652,373981,-5355,-15396,-7326,19291,0,5,-645092400,192,-3045,26.56,8411,163460,225012,316075,7953,169391,231019,353387,54.24,0.88,5.14,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；當下除權息調整價未守20日EMA
13,6691,洋基工程,TWSE,其他電子業,等回測或確認,71.3,100,754,710.5,115.19,84.29,15.74,73.14,132.4,7.19,27.94,15.27,2.92,10,16,14,14,2069,3773,12,-160,-306,-1014,-421,16,57,2112,3811,3,2,42978000,28,19,14.32,-198,-485,-3051,-4170,-180,-393,-3147,-4246,56.74,3.27,5.45,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
14,1590,亞德客-KY,TWSE,電機機械,等回測或確認,70.5,100,1350,1287.5,44.88,30.08,33.2,17.79,280.31,13.35,29.55,5.31,2.16,16,2,21,20,45,378,23,33,455,968,1639,2,34,55,391,3,0,45900000,-17,-1,80.89,55,531,1135,1497,30,437,912,1308,49.95,-0.05,0.37,當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
15,2207,和泰車,TWSE,汽車工業,等回測或確認,70,100,493,496.75,48.36,13.06,,77.85,100.73,7.95,14.44,3.47,4.06,16,6,26,32,156,-6739,0,345,558,926,1284,5,27,153,-6779,3,1,13311000,28,30,22.12,322,707,609,8002,333,503,744,8006,59.96,3.28,2.6,ETF加碼金額或跨基金共識不足
16,2408,南亞科,TWSE,半導體業,等回測或確認,69.7,100,439,397.25,621.34,643.12,61.34,19.89,561.77,8.41,39.3,7.05,0.31,32,-417,1949,3455,4801,74095,2182,-23316,-14829,-29693,-35795,-1370,10815,-1792,66494,4,1,4747785000,5058,5426,12.89,-19377,-16834,-22099,-90931,-21932,-30701,-33325,-102426,54.26,3.12,10.86,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉
17,1476,儒鴻,TWSE,紡織纖維,等回測或確認,69.2,100,339,336.25,14.42,3.22,22.81,25.39,252.31,6.69,16.4,3.38,4.42,14,8,11,165,380,2485,0,317,1291,3806,5018,7,162,381,2406,3,2,54918000,-45,-83,29.24,331,1185,3391,2619,327,1173,3506,2623,53.76,2.13,0.89,20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
18,2376,技嘉,TWSE,電腦及週邊設備業,等回測或確認,69.2,100,337,327.75,68.55,48.36,7.06,72.95,137.4,7.86,15.74,3.5,3.56,31,-733,-422,-397,4062,11444,210,-1090,-216,-472,-6194,-757,-767,3367,8252,1,3,-258479000,675,983,21.21,47,531,-4644,-16386,-615,-123,-4822,-15448,50.05,-0.15,0.6,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；投信20日買超後近5日轉賣；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
19,2476,鉅祥,TWSE,電子零組件業,等回測或確認,69.2,100,131.5,124,53.76,36.92,17.83,22.15,420.68,1.14,30.09,3.09,2.28,1,0,0,0,0,0,0,506,936,1261,1461,0,0,0,0,0,0,0,384,1352,9.92,223,656,887,209,327,552,-93,-434,54.82,2.62,-0.38,當下除權息調整價未守20日EMA
20,2006,東和鋼鐵,TWSE,鋼鐵工業,等回測或確認,69,100,72.4,71.05,9.01,-1.3,10.22,37.35,152.88,1.66,10.92,1.63,5.94,11,355,763,1373,1887,-28516,48,3053,8598,7045,12565,353,1366,1881,-28691,5,0,98898400,26,42,24.61,2667,7134,5173,41044,2700,7206,5121,41331,68.55,4.02,5.23,累計營收負成長且當月改善不足
21,2459,敦吉,TWSE,其他電子業,等回測或確認,68.7,100,67.2,65.6,20.97,9.92,14.95,35.33,192.37,1.41,12.85,1.28,6.25,1,0,0,0,0,0,0,230,293,170,-53,0,0,0,0,0,0,0,8,8,16.03,173,420,300,361,229,285,162,74,61.64,3.62,6.16,20日趨勢尚未上彎
22,2059,川湖,TWSE,電子零組件業,等回測或確認,68.5,100,8655,8175,220.52,98.95,67.06,20.2,547.07,36.58,76.29,26.16,0.59,32,15,52,125,205,316,102,-9,-114,-96,176,195,387,547,525,4,1,3349485000,-10,-7,23.93,-167,-448,-613,-414,-191,-493,-638,-345,71.38,12.84,6.92,外資持股5/10日下降，且外資5日賣超
23,6505,台塑化,TWSE,油電燃氣業,等回測或確認,68,100,80,80.85,18.46,8.2,15.13,17.92,451.26,2.14,28.67,2.03,1.5,9,727,2796,3766,4108,2792,3570,9556,47452,60783,66445,2519,5322,5417,3108,3,2,425760000,4981,4849,6.82,3521,36723,50484,58798,3892,37150,50517,59074,83.7,31.14,34.68,短線過熱或乖離過大
24,6669,緯穎,TWSE,電腦及週邊設備業,等回測或確認,67.9,100,5115,4745,29.79,41.71,6.31,67.6,153.41,75.95,17.15,6.78,3.21,41,2,26,62,856,1329,55,38,454,1111,-954,19,709,2678,3032,5,0,3626535000,69,39,28.03,35,-325,-1629,-3710,22,-325,-1607,-3864,54.38,2.51,1.29,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
25,5388,中磊,TWSE,通信網路業,列入觀察,67.8,100,86.6,84.55,70.83,58.09,2.94,69.5,131.55,1.01,21.65,1.65,2.89,2,0,0,0,-723,-2286,0,-818,9211,11154,4340,0,372,-351,-1915,1,0,32215200,528,1050,21.8,-992,7390,9568,7881,-752,8309,10454,5859,56.46,3.24,4.21,
26,2851,中再保,TWSE,金融保險業,等回測或確認,67.7,100,36.9,36.72,6.04,148.43,,60.25,,2.3,7.12,1.25,5.96,2,1,73,424,1179,1262,0,-1655,-887,1480,-1919,1,424,1179,1262,4,1,15645600,-19,-108,8.92,-1630,-1106,565,-2570,-1709,-1294,407,-2521,47.96,-1.9,-3.78,當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
27,2105,正新,TWSE,橡膠工業,等回測或確認,67.4,100,33.55,34.05,15.01,4.92,9.93,41.86,262.14,0.57,20.71,1.28,5.37,14,-1899,-295,-32,2590,19,105,8824,22142,67074,76781,-2020,-1830,-1017,-3891,3,2,-61396500,977,2464,8.78,8296,19726,53641,74391,11283,22996,65626,74093,62.05,4.52,4.19,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；20日趨勢尚未上彎
28,6446,藥華藥,TWSE,生技醫療業,等回測或確認,67.3,100,1260,1212.5,94.88,74.59,40.75,14.06,652.75,5.79,79,13.6,0.2,16,1,27,247,362,912,116,-949,-2277,-2733,1678,37,9,366,1212,3,2,11340000,-20,-42,24.93,-933,-2096,-2891,744,-958,-2266,-3057,512,54.14,0.94,-17.65,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
29,1808,潤隆,TWSE,建材營造,等回測或確認,67.2,100,32.1,32.15,162537.27,17993.12,22.8,73.51,175.66,1.06,11.98,2.09,4.67,1,0,0,0,0,0,0,723,1903,2112,-284,0,0,0,0,0,0,0,18,17,4.39,609,3080,3632,1114,718,1885,2095,-301,59.99,4.42,6.82,20日趨勢尚未上彎
30,2211,長榮鋼,TWSE,鋼鐵工業,等回測或確認,67.2,100,95.2,94.55,47.25,2.08,18.62,20.87,278.83,1.07,11.64,1.46,6.83,4,0,-5,-6,3,-16,0,-249,-434,-791,-953,-1,-11,-2,-25,0,4,-1047200,26,132,3.28,-368,-363,-1143,-1715,-255,-450,-922,-1241,51.41,0.22,0.11,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
31,1795,美時,TWSE,生技醫療業,等回測或確認,66.9,100,198,191.5,225.46,84.17,22.66,77.65,159.47,2.18,13.51,2.17,1.36,2,0,10,17,86,15,17,-191,-1452,-688,-1674,-1,15,85,13,4,1,2970000,-188,-5,51.96,-155,-670,-149,-826,-199,-1277,-767,-1659,49.63,-0.15,-5.49,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
32,2845,遠東銀,TWSE,金融保險業,列入觀察,66.9,100,13.55,13.55,20.15,17.21,,92.01,,0.25,15.4,0.93,4.65,7,653,605,593,6038,87625,0,1879,19780,37535,51883,646,571,6018,87596,1,3,7737050,444,333,9.16,1957,14918,27063,-32031,1184,18765,31183,-35799,67.66,3.14,2.26,
33,3022,威強電,TWSE,電腦及週邊設備業,等回測或確認,66.8,100,84.8,81.3,79.97,18.78,2.29,27.05,323.07,0.96,24.02,1.3,4.13,2,0,0,0,7,39,0,-214,-505,1901,367,0,0,7,39,0,0,0,-127,78,18.77,-365,-640,1949,590,-214,-379,1815,284,51.2,-0.71,-10.07,當下除權息調整價未守20日EMA
34,3413,京鼎,TWSE,半導體業,列入觀察,66.8,100,382,372,39.75,17.7,13.07,42.48,150.31,4.28,20.29,2.66,2.87,3,0,0,0,0,10,0,2044,2721,4591,9903,88,88,1599,1383,1,0,33616000,494,431,28.45,1510,1743,2028,7439,1591,2139,2559,7949,72.4,14.46,12.68,
35,6533,晶心科,TWSE,半導體業,列入觀察,66.8,100,228,217.5,247.04,62.07,-62.19,28.8,595.6,-3.28,,2.65,,1,0,0,0,0,20,0,98,106,67,-168,0,0,0,20,0,0,0,26,23,11.23,120,160,178,255,93,80,43,-206,63.5,9.48,18.44,
36,4904,遠傳,TWSE,通信網路業,等回測或確認,66.7,100,101,103.5,15.9,10.14,17.63,45.96,92.82,1.03,25.63,3.8,3.77,39,-1803,-864,5317,26513,152342,2014,6842,21120,7845,1970,-1925,3248,22501,147960,2,3,328048000,545,-1528,17.72,8652,15970,-14800,-149193,8486,17328,-13127,-150099,49.28,0.05,8.37,ETF 1/3日已轉為減碼；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎
37,7769,鴻勁,TWSE,半導體業,等回測或確認,66.6,100,6695,6182.5,106.54,91.6,49.98,22.17,439.84,25.7,83.54,19.2,0.97,28,18,76,101,167,111,41,-48,40,-224,-889,18,293,343,-286,5,0,1961635000,32,40,19.37,-60,-271,-609,-707,-67,-284,-606,-637,49.75,-0.17,10.57,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA；強勢上漲後盤中急跌反轉
38,2204,中華,TWSE,汽車工業,列入觀察,66.4,100,57.9,57.3,6.71,10.1,4.62,24.95,116.52,1.18,10.68,0.87,6.22,6,0,19,21,203,1534,41,149,83,1213,2586,-2,15,197,1524,2,3,868500,246,551,17.89,-63,-371,78,131,105,-178,464,451,63.24,2.32,0.52,
39,2610,華航,TWSE,航運業,等回測或確認,66.4,100,20.9,20.67,28.82,16.09,11.29,70.94,74.06,0.85,8.16,1.24,3.88,13,108,708,1217,28088,70650,0,-2707,2651,1418,193838,-12353,-41267,-14384,28002,2,3,-862480300,-1111,-2313,15.29,8685,44084,18792,151628,9697,45030,18117,151444,45.88,-3.11,-5.22,投信5/10日持續且具金額意義的賣超；當下除權息調整價未守20日EMA
40,1907,永豐餘,TWSE,造紙工業,列入觀察,66.3,100,28.4,28.58,12.66,4.44,-0.43,46.4,119.9,0.13,20.29,0.6,3.52,3,0,86,105,541,1331,118,852,3600,6547,7329,-6,87,530,1311,4,1,2470800,139,107,12.49,249,2593,5109,4848,809,3376,5912,6039,58.33,3.13,1.97,
41,3167,大量,TWSE,電機機械,等回測或確認,66.2,100,851,766.5,139.66,127.28,21.03,65.6,141.97,3.19,82.94,21.04,0.46,8,-4,19,123,108,103,109,-161,-165,529,602,26,760,1305,1089,5,0,646760000,25,-110,9.62,151,-344,-91,151,-173,-950,-666,-481,52.43,2,5.06,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
42,4736,泰博,TWSE,生技醫療業,列入觀察,65.9,100,130,128,2.09,1.25,25.4,23.84,273.12,2.99,7.12,1.29,3.85,1,0,0,0,0,0,0,180,378,573,668,0,0,0,0,0,0,0,-1,2,6.08,-32,109,273,266,179,379,571,670,69.83,3.26,3.17,
43,4961,天鈺,TWSE,半導體業,等回測或確認,65.6,100,168,160.25,24.76,1.53,6.54,14.25,647.07,1.86,20.14,1.14,4.6,5,168,350,501,911,1128,0,33,-355,1380,1977,168,501,910,1126,4,1,84168000,-2,56,20.35,-61,-35,1591,1100,-134,-854,414,795,47.4,-1.34,-4,當下除權息調整價未守20日EMA
44,2884,玉山金,TWSE,金融保險業,等回測或確認,65.4,100,34.9,35.28,25.3,24.84,,93.91,,0.62,15.86,1.98,4.01,28,890,7672,10668,25670,137410,-56,7892,35655,96546,62353,23,2460,9848,113936,4,1,85854000,4885,8364,31.04,7602,27895,84260,-67334,7520,28310,78335,-62533,57.6,1.53,0.43,主動ETF 5日轉為減碼；外資持股趨勢資料不足或期間有非市場異動
45,2539,櫻花建,TWSE,建材營造,列入觀察,65,100,41.2,41.1,79.55,22.59,40.49,41.67,297.64,0.68,14.56,2.63,6.8,4,0,0,0,0,-690,0,627,1579,2189,2388,0,0,0,-690,0,0,0,14,17,2.05,505,1638,1855,2739,618,1566,2172,3077,60.79,4.16,5.24,
46,2880,華南金,TWSE,金融保險業,列入觀察,65,100,39.4,39.95,29.2,36.2,,94.52,,0.55,19.03,2.25,3.68,22,-4177,6142,10204,23994,136641,1179,4983,17614,37530,50657,-5022,145,4133,111450,3,2,5713000,10472,17422,14.56,7552,4136,5178,-76907,7866,6998,15976,-83145,61.38,3.87,-0.76,
47,2467,志聖,TWSE,電子零組件業,等回測或確認,64.9,100,620,558,94.08,78.92,24.37,58.85,117.19,3.06,82.45,11.63,0.89,10,-3,8,10,-26,71,15,985,1107,-216,1298,-3,4,-73,-40,1,3,2480000,-12,-156,20.76,1047,920,140,1415,1040,1115,11,1379,53.22,4.47,12.32,當下除權息調整價未守20日EMA；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉
48,2646,星宇航空,TWSE,航運業,列入觀察,64.9,100,21.55,21.38,40.81,30,9.87,78.34,92.65,0.3,239.44,2.03,,3,0,92,150,913,1771,150,2787,6231,10225,11885,-4,138,905,1757,4,1,2973900,242,205,3.09,1260,3471,5381,6294,2497,5852,9116,9737,60.15,1.79,1.65,
49,2887,台新新光金,TWSE,金融保險業,列入觀察,64.9,100,36.15,35.63,329.5,334.28,,93.39,,0.82,17.72,1.59,3.04,32,9872,35997,60996,65808,109126,1912,-5120,23620,105655,186999,8691,51019,46437,78367,5,0,1844336850,8325,12467,23.52,-21236,-23119,48969,101122,-14773,-35723,46751,91937,73.13,7.15,0.84,
50,6139,亞翔,TWSE,其他電子業,等回測或確認,64.9,100,868,810.5,49.7,69.88,17.21,65.29,145.77,9.45,24.09,9.34,2.65,20,8,40,45,2380,4310,36,-760,-2613,-4295,-2035,-204,-32,2428,4920,4,1,-27776000,-30,-276,27.73,-538,-2463,-6282,-6059,-606,-2549,-6446,-6002,51.43,0.01,0.23,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
51,8016,矽創,TWSE,半導體業,等回測或確認,64.7,100,295,287.25,26.61,28.95,11.53,34.06,215.56,4.6,18.53,3.03,3.9,12,-9,135,272,481,-256,32,76,16,3019,7243,-9,202,409,-328,3,2,59590000,-152,-244,43.33,-150,-322,2636,8195,96,-34,2851,7526,42.99,-7.54,-16.19,當下除權息調整價未守20日EMA
52,1402,遠東新,TWSE,紡織纖維,等回測或確認,64.3,100,27.8,28.03,12.06,5.35,7.99,52.4,105.62,0.61,17.27,0.63,4.5,15,1074,3671,13797,24878,125408,456,13796,37881,30977,64592,1062,13759,24852,125367,5,0,382500200,-6,106,14.06,17437,24296,9028,-65928,12664,24126,6017,-60831,50.32,-0.09,-0.18,20日趨勢尚未上彎
53,2404,漢唐,TWSE,其他電子業,等回測或確認,64.3,100,1250,1177.5,50.9,76.24,19.57,82.86,114.62,16.31,23.23,16.41,3.2,23,-65,5,41,-1051,-902,104,-399,445,-87,2126,-67,-675,-1862,996,1,4,-843750000,-538,-632,37.61,31,1646,2319,1681,42,1656,2404,1749,49.96,-0.78,4.17,投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
54,5269,祥碩,TWSE,半導體業,等回測或確認,64.3,100,1515,1467.5,-22.41,5.4,23.09,10.61,299.01,24.85,18.59,3.04,3,17,49,91,283,1338,2419,14,106,765,1694,3036,49,283,1338,2419,4,0,428745000,-34,-102,7.68,-87,-80,-89,25,60,517,458,631,55.87,2.01,-0.66,ETF加碼，但外資持股5/10日同步下降；當下除權息調整價未守20日EMA
55,3617,碩天,TWSE,其他電子業,等回測或確認,63.9,100,213.5,209.5,25.6,8.89,16.26,37.35,279.17,4.13,15.12,2.21,4.66,3,0,0,0,2,24,0,357,-268,95,239,0,0,3,19,0,0,0,8,76,8.73,396,-322,-36,-259,377,-277,14,117,46.56,-3.17,-10.29,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
56,5871,中租-KY,TWSE,其他,等回測或確認,63.9,100,120.5,120.25,-0.82,-2,30.94,79.13,112.36,3.26,11.28,1.18,4.98,28,766,1688,1912,-1420,-3316,265,4413,8338,6287,-3962,763,1900,-1463,-3447,5,0,228950000,923,1153,43.79,3475,6416,10762,11247,3608,5515,6597,-1765,59.77,3.5,4.33,累計營收負成長且當月改善不足；20日趨勢尚未上彎
57,2855,統一證,TWSE,金融保險業,等回測或確認,63.8,100,46.35,44.48,199.02,334.18,,84.35,116.12,1.43,10.37,1.78,4.55,11,20,451,1225,3422,4105,94,-267,-4222,-87,-15731,14,1208,3367,4112,4,1,55990800,0,0,7.75,-269,-3490,-1308,-10706,-281,-5430,-3452,-19841,39.67,-6.11,-8.04,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
58,2344,華邦電,TWSE,半導體業,等回測或確認,63.7,100,172,155.25,189.88,139.2,32.81,46.52,147.43,2.25,51.04,6.64,0.29,34,-1241,872,3352,1702,188079,673,-12649,-18113,-73201,-214522,-6918,-4328,-80432,89534,4,1,-744416000,3185,3745,18.47,-7479,-17764,5304,-299369,-7486,-16968,3486,-305896,47.67,-4.27,2.08,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
59,2801,彰銀,TWSE,金融保險業,等回測或確認,63.6,100,23.95,23.98,9.51,14.62,,93.51,,0.44,14.97,1.25,4.38,16,-13,-157,-249,6481,129659,0,4455,6697,8377,66428,-44,-339,6438,129342,0,5,-8119050,81,-251,17.66,3500,6599,8641,-67454,4175,6954,2188,-60406,64.92,2.54,0.21,20日累積後5日轉為調節；ETF 1/3日已轉為減碼
60,6491,晶碩,TWSE,生技醫療業,等回測或確認,63.4,100,359.5,339.5,33.94,24.22,28.79,32.01,148.43,6.06,17.28,2.49,2.78,1,0,-1,-1,0,0,0,-50,426,3203,4719,0,-1,10,120,0,1,-359500,-5,100,19.18,-70,321,3062,4429,-61,433,3093,4470,59.6,2.41,-4.13,當下除權息調整價未守20日EMA
61,9942,茂順,TWSE,其他,等回測或確認,63.4,100,125.5,123.75,26.64,15.31,24.47,24.59,354.85,2.22,15.29,2.3,5.58,1,0,0,0,0,0,0,287,438,426,267,0,0,0,0,0,0,0,155,156,4.69,141,308,296,86,131,283,270,109,76.29,4.67,5.02,短線過熱或乖離過大
62,2892,第一金,TWSE,金融保險業,等回測或確認,63.2,100,33.95,34.13,9.73,22.32,,94.22,,0.57,17.41,1.64,3.83,23,445,2023,2998,44248,322856,0,2648,26702,82308,192062,39,505,39786,313494,3,2,17144750,1218,1502,25.26,1723,23666,38582,-129966,2374,24978,41018,-125085,64.77,3.74,-0.44,外資持股趨勢資料不足或期間有非市場異動
63,8464,億豐,TWSE,居家生活,等回測或確認,62.9,100,358.5,360.75,11.73,1.69,28.11,34.78,246.69,5.62,16.24,3.85,4.46,11,3,-3,99,858,4007,-4,215,533,679,532,2,98,858,4002,4,1,35133000,8,0,40.57,202,413,-173,-3374,212,428,-179,-3476,52.65,0.62,-0.14,主動ETF 5日轉為減碼；外資持股趨勢資料不足或期間有非市場異動
64,5876,上海商銀,TWSE,金融保險業,等回測或確認,62.8,100,44.95,45.53,-4.39,-1.56,,88.71,,1.05,14.27,1.05,4,21,1283,7256,8249,13737,76019,1430,5653,31892,31067,29769,1115,5708,8641,70364,4,1,256574600,3108,6220,52.82,4210,25737,10515,-46730,4194,23075,16205,-48377,71.27,4.78,5.64,累計營收負成長且當月改善不足
65,6257,矽格,TWSE,半導體業,等回測或確認,62.8,100,238,215.75,21,18.08,22.37,44.09,185.48,2.1,35.58,5.27,1.79,16,-4,291,485,195,-335,110,-7,-2144,-4059,15705,-5,480,536,1322,4,1,114240000,-359,-507,31.34,-21,-2163,-4070,13764,-74,-2265,-4087,13867,52,0.54,-2.66,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
66,1723,中碳,TWSE,化學工業,等回測或確認,62.7,100,89.7,88.7,32.12,6.31,14.18,30.11,200.59,0.77,36.17,2.59,2.06,1,0,0,0,-13,-18,0,653,1849,1917,1911,0,0,-13,-18,0,0,0,53,4,8.82,632,1683,1330,293,611,1797,1926,2130,64.49,5.49,8.6,20日趨勢尚未上彎
67,2633,台灣高鐵,TWSE,航運業,等回測或確認,62.7,100,26.15,26.15,2.77,4.03,43.23,80.58,117.4,0.37,21.61,1.97,4.4,10,353,2808,3745,7442,86688,625,1406,10065,5433,797,345,3722,7427,86663,5,0,97330300,7,15,6.08,5435,9817,-477,-77134,999,6336,-2009,-75930,50.07,-0.12,-1.69,當下除權息調整價未守20日EMA
68,1210,大成,TWSE,食品工業,等回測或確認,62.5,100,58.7,58.75,12.17,6.36,4.39,55.28,83.22,0.94,13.91,1.95,5.11,6,384,613,964,1974,3792,0,1282,745,4172,8387,381,954,1969,3782,4,1,55999800,919,1254,8.41,627,-543,-1993,145,588,-1129,948,2754,65.24,3.46,3.16,外資持股5/10日下降，且外資5日賣超
69,2449,京元電子,TWSE,半導體業,等回測或確認,62.5,100,318,286.5,28.64,36.08,27.2,51.9,152.33,1.87,43.15,7.14,0.47,34,107,2744,2941,2425,-18042,3253,5233,-6082,-18475,63306,568,3301,5950,-15007,5,0,1049718000,1456,1387,34.25,1810,-12290,-28075,66438,3577,-10838,-25811,74555,51.71,1.17,4.09,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
